condition,objectSide,handUsed,blockNumber,density,width(cm),completionTime(ms),errorCount
actualWalkTwo,,,624,0,0,0,0

actualWalkTwo,,,625,0,0,0,0

actualWalkTwo,,,626,0,0,0,0

actualWalkTwo,,,627,0,0,0,0

actualWalkTwo,,,628,0,0,0,0

actualWalkTwo,,,629,0,0,0,0

actualWalkTwo,,,630,0,0,0,0

actualWalkTwo,,,631,0,0,0,0

actualWalkTwo,,,632,0,0,0,0

actualWalkTwo,,,633,0,0,0,0

actualWalkTwo,,,634,0,0,0,0

actualWalkTwo,,,635,0,0,0,0

actualWalkTwo,,,636,0,0,0,0

actualWalkTwo,,,637,0,0,0,0

actualWalkTwo,,,638,0,0,0,0

actualWalkTwo,,,639,0,0,0,0

actualWalkTwo,,,640,0,0,0,0

actualWalkTwo,,,641,0,0,0,0

actualWalkTwo,,,642,0,0,0,0

actualWalkTwo,,,643,0,0,0,0

actualWalkTwo,,,644,0,0,0,0

actualWalkTwo,,,645,0,0,0,0

actualWalkTwo,,,646,0,0,0,0

actualWalkTwo,,,647,0,0,0,0

actualWalkTwo,,,648,0,0,0,0

actualWalkTwo,,,649,0,0,0,0

actualWalkTwo,,,650,0,0,0,0

